Seconds,Bytes
0.030998309000096924,1024
0.045994164000148885,1024
0.04843058200003725,1024
0.050920324999879085,1024
0.054409234000104334,1024
0.056445203999828664,1024
0.058355163000214816,1024
0.060272068999893236,1024
0.061986199999864766,1024
0.06372087299996565,1024
0.06536697799992908,1024
0.0670730699998785,1024
0.07028340299984848,1024
0.07210947200019291,1024
0.07409435399995346,1024
0.07596332200000688,1024
0.0776727170000413,1024
0.07933125899990046,1024
0.0810000440001204,1024
0.08268651200023669,1024
0.08435393399986424,1024
0.08717583699990428,1024
0.08886691999987306,1024
0.09082429799991587,1024
0.09256441900015488,1024
0.09427479900023172,1024
0.09601484099994195,1024
0.097726221999892,1024
0.09940714599997591,1024
0.10132087100009812,1024
0.10371801200017217,1024
0.10591852200013818,1024
0.10790349099988816,1024
0.10971430300014617,1024
0.11154884300003687,1024
0.11334740700021939,1024
0.11499709000008806,1024
0.11668028600024627,1024
0.11837499600005685,1024
0.12127837900015948,1024
0.12314851200017074,1024
0.12496930799989059,1024
0.12680794700008846,1024
0.12858956599984595,1024
0.13027998000006846,1024
0.13313483899992207,1024
0.1349384939999254,1024
0.13769109800023216,1024
0.13962195100020836,131
